P1 Action,P2 Action,P1 Type,P2 Type,Winner,P1 Net Dmg,P2 Net Dmg,Mom Shift,Note
Inner Peace,Basic Heavy,OFF,OFF,P1,0,3,-3,
Inner Peace,Basic Light,OFF,OFF,P1,0,1,0,
Inner Peace,Basic Parry,OFF,DEF,P1,0,0,0,
Inner Peace,Basic Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Basic Reversal,OFF,DEF,P1,0,0,0,
Inner Peace,Basic Technical,OFF,OFF,P1,0,1,-1,
Inner Peace,Breakout,OFF,DEF,P1,0,0,-1,
Inner Peace,Catch,OFF,DEF,P1,0,0,0,
Inner Peace,Counter Strike,OFF,DEF,P1,0,1,0,
Inner Peace,Crushing Block,OFF,DEF,P1,0,1,0,
Inner Peace,Discombobulate,OFF,OFF,P1,0,1,0,
Inner Peace,Draining Defence,OFF,DEF,P1,0,0,0,
Inner Peace,Drop Kick,OFF,OFF,P1,0,4,0,
Inner Peace,Drop Prone,OFF,DEF,P1,0,0,0,
Inner Peace,Drop Punch,OFF,DEF,P1,0,3,0,
Inner Peace,Elbow Block,OFF,DEF,P1,0,1,0,
Inner Peace,Evading Dance,OFF,DEF,P1,0,0,-1,
Inner Peace,Final Strike,OFF,OFF,P1,0,15,0,
Inner Peace,Flying Kick,OFF,OFF,P1,0,1,-2,
Inner Peace,Go with the Flow,OFF,OFF,P1,0,0,0,
Inner Peace,Grab,OFF,OFF,P1,0,0,0,
Inner Peace,Hand Catch,OFF,DEF,P1,0,0,0,
Inner Peace,Haymaker,OFF,OFF,P1,0,2,-3,
Inner Peace,Headbutt,OFF,OFF,P1,0,0,0,
Inner Peace,100 Hand Slap,OFF,OFF,P1,0,4,-4,
Inner Peace,Immovable Stance,OFF,DEF,P1,0,0,-2,
Inner Peace,Inner Peace,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Knee Crush,OFF,OFF,P1,0,1,-4,
Inner Peace,Lariat,OFF,OFF,P1,0,3,-2,
Inner Peace,Leg Sweep,OFF,DEF,P1,0,0,0,
Inner Peace,Master Block,OFF,DEF,P1,0,0,0,
Inner Peace,Master Dodge,OFF,DEF,P1,0,0,-1,
Inner Peace,Master Heavy,OFF,OFF,P1,0,3,-3,
Inner Peace,Master Light,OFF,OFF,P1,0,2,-2,
Inner Peace,Master Parry,OFF,DEF,P1,0,0,0,
Inner Peace,Master Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Master Reversal,OFF,DEF,P1,0,0,-2,
Inner Peace,Master Tech,OFF,OFF,P1,0,2,0,
Inner Peace,One-Two,OFF,OFF,P1,0,1,-1,
Inner Peace,Overwhelming Aura,OFF,OFF,SPEED_TIE,0,5,0,
Inner Peace,Parry Follow-up,OFF,DEF,P1,0,0,0,
Inner Peace,Perfect Block,OFF,DEF,P1,0,0,0,
Inner Peace,Perfect Strike,OFF,OFF,P1,0,3,-1,
Inner Peace,Precise Strike,OFF,OFF,P1,0,1,-1,
Inner Peace,Preparation,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Prime,OFF,DEF,P1,0,0,0,
Inner Peace,Pummel,OFF,OFF,P1,0,0,-2,
Inner Peace,Push,OFF,OFF,P1,0,0,-1,
Inner Peace,Push Kick,OFF,DEF,P1,0,0,-1,
Inner Peace,Quick Dodge,OFF,DEF,P1,0,0,0,
Inner Peace,Read Defence,OFF,OFF,P1,0,0,0,
Inner Peace,Read Offence,OFF,DEF,P1,0,0,0,
Inner Peace,Redirect,OFF,DEF,P1,0,0,0,
Inner Peace,Resounding Counter,OFF,DEF,P1,0,2,-2,
Inner Peace,Resounding Parry,OFF,DEF,P1,0,0,0,
Inner Peace,Retreating Defence,OFF,DEF,P1,0,0,0,
Inner Peace,Roll Punch,OFF,OFF,P1,0,3,-3,
Inner Peace,Roundhouse Kick,OFF,OFF,P1,0,3,-2,
Inner Peace,Slapping Parry,OFF,DEF,P1,0,2,0,
Inner Peace,Slip Behind,OFF,DEF,P1,0,0,0,
Inner Peace,Step-up,OFF,OFF,SPEED_TIE,0,0,-1,
Inner Peace,Strike Back,OFF,DEF,P1,0,0,0,
Inner Peace,Suplex,OFF,OFF,P1,0,3,-3,
Inner Peace,Throw,OFF,OFF,P1,0,3,-1,
Inner Peace,Tiring Parry,OFF,DEF,P1,0,0,0,
Inner Peace,Toppling Kick,OFF,DEF,P1,0,1,0,
Inner Peace,Twist Arm,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Ultimate Barrage,OFF,OFF,P1,0,10,-10,
Inner Peace,Unassailable Stance,OFF,OFF,SPEED_TIE,0,0,0,
Inner Peace,Untouchable Dodge,OFF,DEF,P1,0,0,0,
Inner Peace,Uppercut,OFF,OFF,P1,0,0,-3,
Inner Peace,Vital Point Assault,OFF,OFF,P1,0,4,0,
Inner Peace,Vital Strike,OFF,OFF,P1,0,2,0,
Inner Peace,Weave,OFF,DEF,P1,0,0,0,
Inner Peace,Wind-up,OFF,DEF,P1,0,1,-2,
Knee Crush,Active Block,OFF,DEF,P1,0,0,0,
Knee Crush,Adept Block,OFF,DEF,P1,0,0,4,
Knee Crush,Adept Dodge,OFF,DEF,P1,0,0,4,
Knee Crush,Adept Heavy,OFF,OFF,P2,1,2,1,
Knee Crush,Adept Light,OFF,OFF,P2,1,2,3,
Knee Crush,Adept Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Adept Positioning,OFF,OFF,P2,1,0,4,
Knee Crush,Adept Reversal,OFF,DEF,P1,1,0,3,
Knee Crush,Adept Tech,OFF,OFF,P2,1,1,4,
Knee Crush,Adjust Stance,OFF,OFF,P2,1,0,4,
Knee Crush,Advancing Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Basic Block,OFF,DEF,P1,0,0,4,
Knee Crush,Basic Dodge,OFF,DEF,P1,1,0,4,
Knee Crush,Basic Heavy,OFF,OFF,SPEED_TIE,1,3,1,
Knee Crush,Basic Light,OFF,OFF,P2,1,1,4,
Knee Crush,Basic Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Basic Positioning,OFF,OFF,P2,1,0,4,
Knee Crush,Basic Reversal,OFF,DEF,P1,1,0,4,
Knee Crush,Basic Technical,OFF,OFF,P2,1,1,3,
Knee Crush,Breakout,OFF,DEF,P1,0,0,3,
Knee Crush,Catch,OFF,DEF,P1,0,0,4,
Knee Crush,Counter Strike,OFF,DEF,P1,1,1,0,
Knee Crush,Crushing Block,OFF,DEF,P1,0,1,4,
Knee Crush,Discombobulate,OFF,OFF,P2,1,1,4,
Knee Crush,Draining Defence,OFF,DEF,P1,0,0,4,
Knee Crush,Drop Kick,OFF,OFF,P2,1,4,4,
Knee Crush,Drop Prone,OFF,DEF,P1,0,0,4,
Knee Crush,Drop Punch,OFF,DEF,P1,0,3,4,
Knee Crush,Elbow Block,OFF,DEF,P1,0,1,4,
Knee Crush,Evading Dance,OFF,DEF,P1,1,0,3,
Knee Crush,Final Strike,OFF,OFF,P1,1,15,4,
Knee Crush,Flying Kick,OFF,OFF,P2,1,1,2,
Knee Crush,Go with the Flow,OFF,OFF,SPEED_TIE,1,0,4,
Knee Crush,Grab,OFF,OFF,P2,1,0,4,
Knee Crush,Hand Catch,OFF,DEF,P1,0,0,4,
Knee Crush,Haymaker,OFF,OFF,SPEED_TIE,1,2,1,
Knee Crush,Headbutt,OFF,OFF,P2,1,0,4,
Knee Crush,100 Hand Slap,OFF,OFF,P2,1,4,0,
Knee Crush,Immovable Stance,OFF,DEF,P1,0,0,2,
Knee Crush,Inner Peace,OFF,OFF,P2,1,0,4,
Knee Crush,Knee Crush,OFF,OFF,SPEED_TIE,1,1,0,
Knee Crush,Lariat,OFF,OFF,P2,1,3,2,
Knee Crush,Leg Sweep,OFF,DEF,P1,1,0,4,
Knee Crush,Master Block,OFF,DEF,P1,0,0,4,
Knee Crush,Master Dodge,OFF,DEF,P1,1,0,3,
Knee Crush,Master Heavy,OFF,OFF,P1,1,3,1,
Knee Crush,Master Light,OFF,OFF,SPEED_TIE,1,2,2,
Knee Crush,Master Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Master Positioning,OFF,OFF,P2,1,0,4,
Knee Crush,Master Reversal,OFF,DEF,P1,1,0,2,
Knee Crush,Master Tech,OFF,OFF,SPEED_TIE,1,2,4,
Knee Crush,One-Two,OFF,OFF,P2,1,1,3,
Knee Crush,Overwhelming Aura,OFF,OFF,P2,1,5,4,
Knee Crush,Parry Follow-up,OFF,DEF,P1,1,0,0,
Knee Crush,Perfect Block,OFF,DEF,P1,0,0,4,
Knee Crush,Perfect Strike,OFF,OFF,SPEED_TIE,1,3,3,
Knee Crush,Precise Strike,OFF,OFF,P2,1,1,3,
Knee Crush,Preparation,OFF,OFF,P2,1,0,4,
Knee Crush,Prime,OFF,DEF,P1,0,0,4,
Knee Crush,Pummel,OFF,OFF,P2,1,0,2,
Knee Crush,Push,OFF,OFF,P2,1,0,3,
Knee Crush,Push Kick,OFF,DEF,P1,1,0,3,
Knee Crush,Quick Dodge,OFF,DEF,P1,1,0,4,
Knee Crush,Read Defence,OFF,OFF,P2,1,0,4,
Knee Crush,Read Offence,OFF,DEF,P1,1,0,4,
Knee Crush,Redirect,OFF,DEF,P1,1,0,0,
Knee Crush,Resounding Counter,OFF,DEF,P1,1,2,2,
Knee Crush,Resounding Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Retreating Defence,OFF,DEF,P1,1,0,0,
Knee Crush,Roll Punch,OFF,OFF,P2,1,3,1,
Knee Crush,Roundhouse Kick,OFF,OFF,SPEED_TIE,1,3,2,
Knee Crush,Slapping Parry,OFF,DEF,P1,1,2,0,
Knee Crush,Slip Behind,OFF,DEF,P1,1,0,4,
Knee Crush,Step-up,OFF,OFF,P2,1,0,3,
Knee Crush,Strike Back,OFF,DEF,P1,1,0,4,
Knee Crush,Suplex,OFF,OFF,SPEED_TIE,1,3,1,
Knee Crush,Throw,OFF,OFF,P2,1,3,3,
Knee Crush,Tiring Parry,OFF,DEF,P1,1,0,0,
Knee Crush,Toppling Kick,OFF,DEF,P1,1,1,4,
Knee Crush,Twist Arm,OFF,OFF,P2,1,0,4,
Knee Crush,Ultimate Barrage,OFF,OFF,P2,1,10,-6,
Knee Crush,Unassailable Stance,OFF,OFF,P2,1,0,4,
Knee Crush,Untouchable Dodge,OFF,DEF,P1,1,0,4,
Knee Crush,Uppercut,OFF,OFF,P2,1,0,1,
Knee Crush,Vital Point Assault,OFF,OFF,P2,1,4,4,
Knee Crush,Vital Strike,OFF,OFF,SPEED_TIE,1,2,4,
Knee Crush,Weave,OFF,DEF,P1,1,0,4,
Knee Crush,Wind-up,OFF,DEF,P1,1,1,2,
Lariat,Active Block,OFF,DEF,P1,2,0,0,
Lariat,Adept Block,OFF,DEF,P1,1,0,2,
Lariat,Adept Dodge,OFF,DEF,P1,0,0,2,
Lariat,Adept Heavy,OFF,OFF,SPEED_TIE,3,2,-1,
Lariat,Adept Light,OFF,OFF,P2,3,2,1,
Lariat,Adept Parry,OFF,DEF,P1,3,0,0,
Lariat,Adept Positioning,OFF,OFF,P2,3,0,2,
Lariat,Adept Reversal,OFF,DEF,P1,3,0,1,
Lariat,Adept Tech,OFF,OFF,SPEED_TIE,3,1,2,
Lariat,Adjust Stance,OFF,OFF,P2,3,0,2,
Lariat,Advancing Parry,OFF,DEF,P1,3,0,0,
Lariat,Basic Block,OFF,DEF,P1,2,0,2,
Lariat,Basic Dodge,OFF,DEF,P1,0,0,2,
Lariat,Basic Heavy,OFF,OFF,P1,3,3,-1,
Lariat,Basic Light,OFF,OFF,P2,3,1,2,
Lariat,Basic Parry,OFF,DEF,P1,3,0,0,
Lariat,Basic Positioning,OFF,OFF,P2,3,0,2,
Lariat,Basic Reversal,OFF,DEF,P1,3,0,2,
Lariat,Basic Technical,OFF,OFF,SPEED_TIE,3,1,1,
Lariat,Breakout,OFF,DEF,P1,2,0,1,
Lariat,Catch,OFF,DEF,P1,1,0,2,
Lariat,Counter Strike,OFF,DEF,P1,3,1,0,
Lariat,Crushing Block,OFF,DEF,P1,1,1,2,
Lariat,Discombobulate,OFF,OFF,P2,3,1,2,
Lariat,Draining Defence,OFF,DEF,P1,2,0,2,
Lariat,Drop Kick,OFF,OFF,SPEED_TIE,3,4,2,
Lariat,Drop Prone,OFF,DEF,P1,0,0,2,
Lariat,Drop Punch,OFF,DEF,P1,2,3,2,
Lariat,Elbow Block,OFF,DEF,P1,1,1,2,
Lariat,Evading Dance,OFF,DEF,P1,0,0,1,
Lariat,Final Strike,OFF,OFF,P1,3,15,2,
Lariat,Flying Kick,OFF,OFF,SPEED_TIE,3,1,0,
Lariat,Go with the Flow,OFF,OFF,P1,3,0,2,
Lariat,Grab,OFF,OFF,P2,3,0,2,
Lariat,Hand Catch,OFF,DEF,P1,2,0,2,
Lariat,Haymaker,OFF,OFF,P1,3,2,-1,
Lariat,Headbutt,OFF,OFF,P2,3,0,2,
Lariat,100 Hand Slap,OFF,OFF,P2,3,4,-2,
Lariat,Immovable Stance,OFF,DEF,P1,1,0,0,
Lariat,Inner Peace,OFF,OFF,P2,3,0,2,
Lariat,Knee Crush,OFF,OFF,P1,3,1,-2,
Lariat,Lariat,OFF,OFF,SPEED_TIE,3,3,0,
Lariat,Leg Sweep,OFF,DEF,P1,3,0,2,
Lariat,Master Block,OFF,DEF,P1,0,0,2,
Lariat,Master Dodge,OFF,DEF,P1,0,0,1,
Lariat,Master Heavy,OFF,OFF,P1,3,3,-1,
Lariat,Master Light,OFF,OFF,P1,3,2,0,
Lariat,Master Parry,OFF,DEF,P1,3,0,0,
Lariat,Master Positioning,OFF,OFF,P2,3,0,2,
Lariat,Master Reversal,OFF,DEF,P1,3,0,0,
Lariat,Master Tech,OFF,OFF,P1,3,2,2,
Lariat,One-Two,OFF,OFF,SPEED_TIE,3,1,1,
Lariat,Overwhelming Aura,OFF,OFF,P2,3,5,2,
Lariat,Parry Follow-up,OFF,DEF,P1,3,0,0,
Lariat,Perfect Block,OFF,DEF,P1,0,0,2,
Lariat,Perfect Strike,OFF,OFF,P1,3,3,1,
Lariat,Precise Strike,OFF,OFF,SPEED_TIE,3,1,1,
Lariat,Preparation,OFF,OFF,P2,3,0,2,
Lariat,Prime,OFF,DEF,P1,2,0,2,
Lariat,Pummel,OFF,OFF,P2,3,0,0,
Lariat,Push,OFF,OFF,P2,3,0,1,
Lariat,Push Kick,OFF,DEF,P1,3,0,1,
Lariat,Quick Dodge,OFF,DEF,P1,3,0,2,
Lariat,Read Defence,OFF,OFF,SPEED_TIE,3,0,2,
Lariat,Read Offence,OFF,DEF,P1,3,0,2,
Lariat,Redirect,OFF,DEF,P1,3,0,0,
Lariat,Resounding Counter,OFF,DEF,P1,3,2,0,
Lariat,Resounding Parry,OFF,DEF,P1,3,0,0,
Lariat,Retreating Defence,OFF,DEF,P1,3,0,0,
Lariat,Roll Punch,OFF,OFF,P2,3,3,-1,
Lariat,Roundhouse Kick,OFF,OFF,P1,3,3,0,
Lariat,Slapping Parry,OFF,DEF,P1,3,2,0,
Lariat,Slip Behind,OFF,DEF,P1,0,0,2,
Lariat,Step-up,OFF,OFF,P2,3,0,1,
Lariat,Strike Back,OFF,DEF,P1,3,0,2,
Lariat,Suplex,OFF,OFF,P1,3,3,-1,
Lariat,Throw,OFF,OFF,SPEED_TIE,3,3,1,
Lariat,Tiring Parry,OFF,DEF,P1,3,0,0,
Lariat,Toppling Kick,OFF,DEF,P1,3,1,2,
Lariat,Twist Arm,OFF,OFF,P2,3,0,2,
Lariat,Ultimate Barrage,OFF,OFF,P2,3,10,-8,
Lariat,Unassailable Stance,OFF,OFF,P2,3,0,2,
Lariat,Untouchable Dodge,OFF,DEF,P1,3,0,2,
Lariat,Uppercut,OFF,OFF,P2,3,0,-1,
Lariat,Vital Point Assault,OFF,OFF,SPEED_TIE,3,4,2,
Lariat,Vital Strike,OFF,OFF,P1,3,2,2,
Lariat,Weave,OFF,DEF,P1,3,0,2,
Lariat,Wind-up,OFF,DEF,P1,3,1,0,
Leg Sweep,Active Block,DEF,DEF,P2,0,0,0,
Leg Sweep,Adept Block,DEF,DEF,P2,0,0,0,
Leg Sweep,Adept Dodge,DEF,DEF,P1,0,0,0,
Leg Sweep,Adept Heavy,DEF,OFF,P2,0,2,-3,
Leg Sweep,Adept Light,DEF,OFF,P2,0,2,-1,
Leg Sweep,Adept Parry,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Adept Positioning,DEF,OFF,P2,0,0,0,
Leg Sweep,Adept Reversal,DEF,DEF,SPEED_TIE,0,0,-1,
Leg Sweep,Adept Tech,DEF,OFF,P2,0,1,0,
Leg Sweep,Adjust Stance,DEF,OFF,P2,0,0,0,
Leg Sweep,Advancing Parry,DEF,DEF,P1,0,0,0,
Leg Sweep,Basic Block,DEF,DEF,P2,0,0,0,
Leg Sweep,Basic Dodge,DEF,DEF,P1,0,0,0,
Leg Sweep,Basic Heavy,DEF,OFF,P2,0,3,-3,
Leg Sweep,Basic Light,DEF,OFF,P2,0,1,0,
Leg Sweep,Basic Parry,DEF,DEF,P2,0,0,0,
Leg Sweep,Basic Positioning,DEF,OFF,P2,0,0,0,
Leg Sweep,Basic Reversal,DEF,DEF,P2,0,0,0,
Leg Sweep,Basic Technical,DEF,OFF,P2,0,1,-1,
Leg Sweep,Breakout,DEF,DEF,P1,0,0,-1,
Leg Sweep,Catch,DEF,DEF,P1,0,0,0,
Leg Sweep,Counter Strike,DEF,DEF,SPEED_TIE,0,1,0,
Leg Sweep,Crushing Block,DEF,DEF,SPEED_TIE,0,1,0,
Leg Sweep,Discombobulate,DEF,OFF,P2,0,1,0,
Leg Sweep,Draining Defence,DEF,DEF,P2,0,0,0,
Leg Sweep,Drop Kick,DEF,OFF,P2,0,4,0,
Leg Sweep,Drop Prone,DEF,DEF,P1,0,0,0,
Leg Sweep,Drop Punch,DEF,DEF,P1,0,3,0,
Leg Sweep,Elbow Block,DEF,DEF,SPEED_TIE,0,1,0,
Leg Sweep,Evading Dance,DEF,DEF,P1,0,0,-1,
Leg Sweep,Final Strike,DEF,OFF,P2,0,15,0,
Leg Sweep,Flying Kick,DEF,OFF,P2,0,1,-2,
Leg Sweep,Go with the Flow,DEF,OFF,P2,0,0,0,
Leg Sweep,Grab,DEF,OFF,P2,0,0,0,
Leg Sweep,Hand Catch,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Haymaker,DEF,OFF,P2,0,2,-3,
Leg Sweep,Headbutt,DEF,OFF,P2,0,0,0,
Leg Sweep,100 Hand Slap,DEF,OFF,P2,0,4,-4,
Leg Sweep,Immovable Stance,DEF,DEF,P1,0,0,-2,
Leg Sweep,Inner Peace,DEF,OFF,P2,0,0,0,
Leg Sweep,Knee Crush,DEF,OFF,P2,0,1,-4,
Leg Sweep,Lariat,DEF,OFF,P2,0,3,-2,
Leg Sweep,Leg Sweep,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Master Block,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Master Dodge,DEF,DEF,P1,0,0,-1,
Leg Sweep,Master Heavy,DEF,OFF,P2,0,3,-3,
Leg Sweep,Master Light,DEF,OFF,P2,0,2,-2,
Leg Sweep,Master Parry,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Master Positioning,DEF,OFF,P2,0,0,0,
Leg Sweep,Master Reversal,DEF,DEF,P1,0,0,-2,
Leg Sweep,Master Tech,DEF,OFF,P2,0,2,0,
Leg Sweep,One-Two,DEF,OFF,P2,0,1,-1,
Leg Sweep,Overwhelming Aura,DEF,OFF,P2,0,5,0,
Leg Sweep,Parry Follow-up,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Perfect Block,DEF,DEF,P1,0,0,0,
Leg Sweep,Perfect Strike,DEF,OFF,P2,0,3,-1,
Leg Sweep,Precise Strike,DEF,OFF,P2,0,1,-1,
Leg Sweep,Preparation,DEF,OFF,P2,0,0,0,
Leg Sweep,Prime,DEF,DEF,P2,0,0,0,
Leg Sweep,Pummel,DEF,OFF,P2,0,0,-2,
Leg Sweep,Push,DEF,OFF,P2,0,0,-1,
Leg Sweep,Push Kick,DEF,DEF,SPEED_TIE,0,0,-1,
Leg Sweep,Quick Dodge,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Read Defence,DEF,OFF,P2,0,0,0,
Leg Sweep,Read Offence,DEF,DEF,P1,0,0,0,
Leg Sweep,Redirect,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Resounding Counter,DEF,DEF,SPEED_TIE,0,2,-2,
Leg Sweep,Resounding Parry,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Retreating Defence,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Roll Punch,DEF,OFF,P2,0,3,-3,
Leg Sweep,Roundhouse Kick,DEF,OFF,P2,0,3,-2,
Leg Sweep,Slapping Parry,DEF,DEF,P2,0,2,0,
Leg Sweep,Slip Behind,DEF,DEF,P1,0,0,0,
Leg Sweep,Step-up,DEF,OFF,P2,0,0,-1,
Leg Sweep,Strike Back,DEF,DEF,P2,0,0,0,
Leg Sweep,Suplex,DEF,OFF,P2,0,3,-3,
Leg Sweep,Throw,DEF,OFF,P2,0,3,-1,
Leg Sweep,Tiring Parry,DEF,DEF,SPEED_TIE,0,0,0,
Leg Sweep,Toppling Kick,DEF,DEF,P2,0,1,0,
Leg Sweep,Twist Arm,DEF,OFF,P2,0,0,0,
Leg Sweep,Ultimate Barrage,DEF,OFF,P2,0,10,-10,
Leg Sweep,Unassailable Stance,DEF,OFF,P2,0,0,0,
Leg Sweep,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Leg Sweep,Uppercut,DEF,OFF,P2,0,0,-3,
Leg Sweep,Vital Point Assault,DEF,OFF,P2,0,4,0,
Leg Sweep,Vital Strike,DEF,OFF,P2,0,2,0,
Leg Sweep,Weave,DEF,DEF,P2,0,0,0,
Leg Sweep,Wind-up,DEF,DEF,P1,0,1,-2,
Master Block,Active Block,DEF,DEF,P2,0,0,0,
Master Block,Adept Block,DEF,DEF,P2,0,0,0,
Master Block,Adept Dodge,DEF,DEF,P1,0,0,0,
Master Block,Adept Heavy,DEF,OFF,P2,0,0,-3,
Master Block,Adept Light,DEF,OFF,P2,0,0,-1,
Master Block,Adept Parry,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Adept Positioning,DEF,OFF,P2,0,0,0,
Master Block,Adept Reversal,DEF,DEF,SPEED_TIE,0,0,-1,
Master Block,Adept Tech,DEF,OFF,P2,0,0,0,
Master Block,Adjust Stance,DEF,OFF,P2,0,0,0,
Master Block,Advancing Parry,DEF,DEF,P1,0,0,0,
Master Block,Basic Block,DEF,DEF,P2,0,0,0,
Master Block,Basic Dodge,DEF,DEF,P1,0,0,0,
Master Block,Basic Heavy,DEF,OFF,P2,0,0,-3,
Master Block,Basic Light,DEF,OFF,P2,0,0,0,
Master Block,Basic Parry,DEF,DEF,P2,0,0,0,
Master Block,Basic Positioning,DEF,OFF,P2,0,0,0,
Master Block,Basic Reversal,DEF,DEF,P2,0,0,0,
Master Block,Basic Technical,DEF,OFF,P2,0,0,-1,
Master Block,Breakout,DEF,DEF,P1,0,0,-1,
Master Block,Catch,DEF,DEF,P1,0,0,0,
Master Block,Counter Strike,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Crushing Block,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Discombobulate,DEF,OFF,P2,0,0,0,
Master Block,Draining Defence,DEF,DEF,P2,0,0,0,
Master Block,Drop Kick,DEF,OFF,P2,0,1,0,
Master Block,Drop Prone,DEF,DEF,P1,0,0,0,
Master Block,Drop Punch,DEF,DEF,P1,0,0,0,
Master Block,Elbow Block,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Evading Dance,DEF,DEF,P1,0,0,-1,
Master Block,Final Strike,DEF,OFF,P2,0,12,0,
Master Block,Flying Kick,DEF,OFF,P2,0,0,-2,
Master Block,Go with the Flow,DEF,OFF,P2,0,0,0,
Master Block,Grab,DEF,OFF,P2,0,0,0,
Master Block,Hand Catch,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Haymaker,DEF,OFF,P2,0,0,-3,
Master Block,Headbutt,DEF,OFF,P2,0,0,0,
Master Block,100 Hand Slap,DEF,OFF,P2,0,0,-4,
Master Block,Immovable Stance,DEF,DEF,P1,0,0,-2,
Master Block,Inner Peace,DEF,OFF,P2,0,0,0,
Master Block,Knee Crush,DEF,OFF,P2,0,0,-4,
Master Block,Lariat,DEF,OFF,P2,0,0,-2,
Master Block,Leg Sweep,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Master Block,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Master Dodge,DEF,DEF,P1,0,0,-1,
Master Block,Master Heavy,DEF,OFF,P2,0,0,-3,
Master Block,Master Light,DEF,OFF,P2,0,0,-2,
Master Block,Master Parry,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Master Positioning,DEF,OFF,P2,0,0,0,
Master Block,Master Reversal,DEF,DEF,P1,0,0,-2,
Master Block,Master Tech,DEF,OFF,P2,0,0,0,
Master Block,One-Two,DEF,OFF,P2,0,0,-1,
Master Block,Overwhelming Aura,DEF,OFF,P2,0,2,0,
Master Block,Parry Follow-up,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Perfect Block,DEF,DEF,P1,0,0,0,
Master Block,Perfect Strike,DEF,OFF,P2,0,0,-1,
Master Block,Precise Strike,DEF,OFF,P2,0,0,-1,
Master Block,Preparation,DEF,OFF,P2,0,0,0,
Master Block,Prime,DEF,DEF,P2,0,0,0,
Master Block,Pummel,DEF,OFF,P2,0,0,-2,
Master Block,Push,DEF,OFF,P2,0,0,-1,
Master Block,Push Kick,DEF,DEF,SPEED_TIE,0,0,-1,
Master Block,Quick Dodge,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Read Defence,DEF,OFF,P2,0,0,0,
Master Block,Read Offence,DEF,DEF,P1,0,0,0,
Master Block,Redirect,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Resounding Counter,DEF,DEF,SPEED_TIE,0,0,-2,
Master Block,Resounding Parry,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Retreating Defence,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Roll Punch,DEF,OFF,P2,0,0,-3,
Master Block,Roundhouse Kick,DEF,OFF,P2,0,0,-2,
Master Block,Slapping Parry,DEF,DEF,P2,0,0,0,
Master Block,Slip Behind,DEF,DEF,P1,0,0,0,
Master Block,Step-up,DEF,OFF,P2,0,0,-1,
Master Block,Strike Back,DEF,DEF,P2,0,0,0,
Master Block,Suplex,DEF,OFF,P2,0,0,-3,
Master Block,Throw,DEF,OFF,P2,0,0,-1,
Master Block,Tiring Parry,DEF,DEF,SPEED_TIE,0,0,0,
Master Block,Toppling Kick,DEF,DEF,P2,0,0,0,
Master Block,Twist Arm,DEF,OFF,P2,0,0,0,
Master Block,Ultimate Barrage,DEF,OFF,P2,0,0,-10,
Master Block,Unassailable Stance,DEF,OFF,P2,0,0,0,
Master Block,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Master Block,Uppercut,DEF,OFF,P2,0,0,-3,
Master Block,Vital Point Assault,DEF,OFF,P2,0,0,0,
Master Block,Vital Strike,DEF,OFF,P2,0,0,0,
Master Block,Weave,DEF,DEF,P2,0,0,0,
Master Block,Wind-up,DEF,DEF,P1,0,0,-2,
Master Dodge,Active Block,DEF,DEF,P2,0,0,0,
Master Dodge,Adept Block,DEF,DEF,P2,0,0,1,
Master Dodge,Adept Dodge,DEF,DEF,P1,0,0,1,
Master Dodge,Adept Heavy,DEF,OFF,P2,0,0,-2,
